id,parent_id,name,type,order,status,callsign,lat,lon
CNP-UIP-G1-SEC2-OP06,CNP-UIP-G1-SEC2,Agente UIP 2-6,operator,5,active,UIP-1-2-6,40.430920,-3.718000
CNP-UIP-G1-SEC2-OP07,CNP-UIP-G1-SEC2,Agente UIP 2-7,operator,6,active,UIP-1-2-7,40.431000,-3.718000
CNP-UIP-G1-SEC2-OP08,CNP-UIP-G1-SEC2,Agente UIP 2-8,operator,7,active,UIP-1-2-8,40.431080,-3.718000
CNP-UIP-G1-SEC2-OP09,CNP-UIP-G1-SEC2,Agente UIP 2-9,operator,8,active,UIP-1-2-9,40.431160,-3.718000
CNP-UIP-G1-SEC2-OP10,CNP-UIP-G1-SEC2,Agente UIP 2-10,operator,9,active,UIP-1-2-10,40.430840,-3.717920
CNP-UIP-G1-SEC2-OP11,CNP-UIP-G1-SEC2,Agente UIP 2-11,operator,10,active,UIP-1-2-11,40.430920,-3.717920
CNP-UIP-G1-SEC2-OP12,CNP-UIP-G1-SEC2,Agente UIP 2-12,operator,11,active,UIP-1-2-12,40.431000,-3.717920
CNP-UIP-G1-SEC2-OP13,CNP-UIP-G1-SEC2,Agente UIP 2-13,operator,12,active,UIP-1-2-13,40.431080,-3.717920
CNP-UIP-G1-SEC2-OP14,CNP-UIP-G1-SEC2,Agente UIP 2-14,operator,13,active,UIP-1-2-14,40.431160,-3.717920
CNP-UIP-G1-SEC2-OP15,CNP-UIP-G1-SEC2,Agente UIP 2-15,operator,14,active,UIP-1-2-15,40.430840,-3.717840
CNP-UIP-G1-SEC3,CNP-UIP-G1,Seccion UIP 3,team,2,active,UIP-1-S3,40.431550,-3.717450
CNP-UIP-G1-SEC3-OP01,CNP-UIP-G1-SEC3,Agente UIP 3-1,operator,0,active,UIP-1-3-1,40.431470,-3.717530
CNP-UIP-G1-SEC3-OP02,CNP-UIP-G1-SEC3,Agente UIP 3-2,operator,1,active,UIP-1-3-2,40.431550,-3.717530
CNP-UIP-G1-SEC3-OP03,CNP-UIP-G1-SEC3,Agente UIP 3-3,operator,2,active,UIP-1-3-3,40.431630,-3.717530
CNP-UIP-G1-SEC3-OP04,CNP-UIP-G1-SEC3,Agente UIP 3-4,operator,3,active,UIP-1-3-4,40.431710,-3.717530
CNP-UIP-G1-SEC3-OP05,CNP-UIP-G1-SEC3,Agente UIP 3-5,operator,4,active,UIP-1-3-5,40.431390,-3.717450
CNP-UIP-G1-SEC3-OP06,CNP-UIP-G1-SEC3,Agente UIP 3-6,operator,5,active,UIP-1-3-6,40.431470,-3.717450
CNP-UIP-G1-SEC3-OP07,CNP-UIP-G1-SEC3,Agente UIP 3-7,operator,6,active,UIP-1-3-7,40.431550,-3.717450
CNP-UIP-G1-SEC3-OP08,CNP-UIP-G1-SEC3,Agente UIP 3-8,operator,7,active,UIP-1-3-8,40.431630,-3.717450
CNP-UIP-G1-SEC3-OP09,CNP-UIP-G1-SEC3,Agente UIP 3-9,operator,8,active,UIP-1-3-9,40.431710,-3.717450
CNP-UIP-G1-SEC3-OP10,CNP-UIP-G1-SEC3,Agente UIP 3-10,operator,9,active,UIP-1-3-10,40.431390,-3.717370
CNP-UIP-G1-SEC3-OP11,CNP-UIP-G1-SEC3,Agente UIP 3-11,operator,10,active,UIP-1-3-11,40.431470,-3.717370
CNP-UIP-G1-SEC3-OP12,CNP-UIP-G1-SEC3,Agente UIP 3-12,operator,11,active,UIP-1-3-12,40.431550,-3.717370
CNP-UIP-G1-SEC3-OP13,CNP-UIP-G1-SEC3,Agente UIP 3-13,operator,12,active,UIP-1-3-13,40.431630,-3.717370
CNP-UIP-G1-SEC3-OP14,CNP-UIP-G1-SEC3,Agente UIP 3-14,operator,13,active,UIP-1-3-14,40.431710,-3.717370
CNP-UIP-G1-SEC3-OP15,CNP-UIP-G1-SEC3,Agente UIP 3-15,operator,14,active,UIP-1-3-15,40.431390,-3.717290
CNP-UIP-G2,CECOR-FERRAZ-REF,UIP Grupo 2,command,1,active,UIP-2,40.429400,-3.716300
CNP-UIP-G2-SEC1,CNP-UIP-G2,Seccion UIP 1,team,0,active,UIP-2-S1,40.428850,-3.716850
CNP-UIP-G2-SEC1-OP01,CNP-UIP-G2-SEC1,Agente UIP 1-1,operator,0,active,UIP-2-1-1,40.428770,-3.716930
CNP-UIP-G2-SEC1-OP02,CNP-UIP-G2-SEC1,Agente UIP 1-2,operator,1,active,UIP-2-1-2,40.428850,-3.716930
CNP-UIP-G2-SEC1-OP03,CNP-UIP-G2-SEC1,Agente UIP 1-3,operator,2,active,UIP-2-1-3,40.428930,-3.716930
CNP-UIP-G2-SEC1-OP04,CNP-UIP-G2-SEC1,Agente UIP 1-4,operator,3,active,UIP-2-1-4,40.429010,-3.716930
CNP-UIP-G2-SEC1-OP05,CNP-UIP-G2-SEC1,Agente UIP 1-5,operator,4,active,UIP-2-1-5,40.428690,-3.716850
CNP-UIP-G2-SEC1-OP06,CNP-UIP-G2-SEC1,Agente UIP 1-6,operator,5,active,UIP-2-1-6,40.428770,-3.716850
CNP-UIP-G2-SEC1-OP07,CNP-UIP-G2-SEC1,Agente UIP 1-7,operator,6,active,UIP-2-1-7,40.428850,-3.716850
CNP-UIP-G2-SEC1-OP08,CNP-UIP-G2-SEC1,Agente UIP 1-8,operator,7,active,UIP-2-1-8,40.428930,-3.716850
CNP-UIP-G2-SEC1-OP09,CNP-UIP-G2-SEC1,Agente UIP 1-9,operator,8,active,UIP-2-1-9,40.429010,-3.716850
CNP-UIP-G2-SEC1-OP10,CNP-UIP-G2-SEC1,Agente UIP 1-10,operator,9,active,UIP-2-1-10,40.428690,-3.716770
CNP-UIP-G2-SEC1-OP11,CNP-UIP-G2-SEC1,Agente UIP 1-11,operator,10,active,UIP-2-1-11,40.428770,-3.716770
CNP-UIP-G2-SEC1-OP12,CNP-UIP-G2-SEC1,Agente UIP 1-12,operator,11,active,UIP-2-1-12,40.428850,-3.716770
CNP-UIP-G2-SEC1-OP13,CNP-UIP-G2-SEC1,Agente UIP 1-13,operator,12,active,UIP-2-1-13,40.428930,-3.716770
CNP-UIP-G2-SEC1-OP14,CNP-UIP-G2-SEC1,Agente UIP 1-14,operator,13,active,UIP-2-1-14,40.429010,-3.716770
CNP-UIP-G2-SEC1-OP15,CNP-UIP-G2-SEC1,Agente UIP 1-15,operator,14,active,UIP-2-1-15,40.428690,-3.716690
CNP-UIP-G2-SEC2,CNP-UIP-G2,Seccion UIP 2,team,1,active,UIP-2-S2,40.429400,-3.716300
CNP-UIP-G2-SEC2-OP01,CNP-UIP-G2-SEC2,Agente UIP 2-1,operator,0,active,UIP-2-2-1,40.429320,-3.716380
CNP-UIP-G2-SEC2-OP02,CNP-UIP-G2-SEC2,Agente UIP 2-2,operator,1,active,UIP-2-2-2,40.429400,-3.716380
CNP-UIP-G2-SEC2-OP03,CNP-UIP-G2-SEC2,Agente UIP 2-3,operator,2,active,UIP-2-2-3,40.429480,-3.716380
CNP-UIP-G2-SEC2-OP04,CNP-UIP-G2-SEC2,Agente UIP 2-4,operator,3,active,UIP-2-2-4,40.429560,-3.716380
CNP-UIP-G2-SEC2-OP05,CNP-UIP-G2-SEC2,Agente UIP 2-5,operator,4,active,UIP-2-2-5,40.429240,-3.716300
CNP-UIP-G2-SEC2-OP06,CNP-UIP-G2-SEC2,Agente UIP 2-6,operator,5,active,UIP-2-2-6,40.429320,-3.716300
CNP-UIP-G2-SEC2-OP07,CNP-UIP-G2-SEC2,Agente UIP 2-7,operator,6,active,UIP-2-2-7,40.429400,-3.716300
CNP-UIP-G2-SEC2-OP08,CNP-UIP-G2-SEC2,Agente UIP 2-8,operator,7,active,UIP-2-2-8,40.429480,-3.716300
CNP-UIP-G2-SEC2-OP09,CNP-UIP-G2-SEC2,Agente UIP 2-9,operator,8,active,UIP-2-2-9,40.429560,-3.716300
CNP-UIP-G2-SEC2-OP10,CNP-UIP-G2-SEC2,Agente UIP 2-10,operator,9,active,UIP-2-2-10,40.429240,-3.716220
CNP-UIP-G2-SEC2-OP11,CNP-UIP-G2-SEC2,Agente UIP 2-11,operator,10,active,UIP-2-2-11,40.429320,-3.716220
CNP-UIP-G2-SEC2-OP12,CNP-UIP-G2-SEC2,Agente UIP 2-12,operator,11,active,UIP-2-2-12,40.429400,-3.716220
CNP-UIP-G2-SEC2-OP13,CNP-UIP-G2-SEC2,Agente UIP 2-13,operator,12,active,UIP-2-2-13,40.429480,-3.716220
CNP-UIP-G2-SEC2-OP14,CNP-UIP-G2-SEC2,Agente UIP 2-14,operator,13,active,UIP-2-2-14,40.429560,-3.716220
CNP-UIP-G2-SEC2-OP15,CNP-UIP-G2-SEC2,Agente UIP 2-15,operator,14,active,UIP-2-2-15,40.429240,-3.716140
CNP-UIP-G2-SEC3,CNP-UIP-G2,Seccion UIP 3,team,2,active,UIP-2-S3,40.429950,-3.715750
CNP-UIP-G2-SEC3-OP01,CNP-UIP-G2-SEC3,Agente UIP 3-1,operator,0,active,UIP-2-3-1,40.429870,-3.715830
CNP-UIP-G2-SEC3-OP02,CNP-UIP-G2-SEC3,Agente UIP 3-2,operator,1,active,UIP-2-3-2,40.429950,-3.715830
CNP-UIP-G2-SEC3-OP03,CNP-UIP-G2-SEC3,Agente UIP 3-3,operator,2,active,UIP-2-3-3,40.430030,-3.715830
CNP-UIP-G2-SEC3-OP04,CNP-UIP-G2-SEC3,Agente UIP 3-4,operator,3,active,UIP-2-3-4,40.430110,-3.715830
CNP-UIP-G2-SEC3-OP05,CNP-UIP-G2-SEC3,Agente UIP 3-5,operator,4,active,UIP-2-3-5,40.429790,-3.715750
CNP-UIP-G2-SEC3-OP06,CNP-UIP-G2-SEC3,Agente UIP 3-6,operator,5,active,UIP-2-3-6,40.429870,-3.715750
CNP-UIP-G2-SEC3-OP07,CNP-UIP-G2-SEC3,Agente UIP 3-7,operator,6,active,UIP-2-3-7,40.429950,-3.715750
CNP-UIP-G2-SEC3-OP08,CNP-UIP-G2-SEC3,Agente UIP 3-8,operator,7,active,UIP-2-3-8,40.430030,-3.715750
CNP-UIP-G2-SEC3-OP09,CNP-UIP-G2-SEC3,Agente UIP 3-9,operator,8,active,UIP-2-3-9,40.430110,-3.715750
CNP-UIP-G2-SEC3-OP10,CNP-UIP-G2-SEC3,Agente UIP 3-10,operator,9,active,UIP-2-3-10,40.429790,-3.715670
CNP-UIP-G2-SEC3-OP11,CNP-UIP-G2-SEC3,Agente UIP 3-11,operator,10,active,UIP-2-3-11,40.429870,-3.715670
CNP-UIP-G2-SEC3-OP12,CNP-UIP-G2-SEC3,Agente UIP 3-12,operator,11,active,UIP-2-3-12,40.429950,-3.715670
CNP-UIP-G2-SEC3-OP13,CNP-UIP-G2-SEC3,Agente UIP 3-13,operator,12,active,UIP-2-3-13,40.430030,-3.715670
CNP-UIP-G2-SEC3-OP14,CNP-UIP-G2-SEC3,Agente UIP 3-14,operator,13,active,UIP-2-3-14,40.430110,-3.715670
CNP-UIP-G2-SEC3-OP15,CNP-UIP-G2-SEC3,Agente UIP 3-15,operator,14,active,UIP-2-3-15,40.429790,-3.715590
CNP-UPR-APOYO,CECOR-FERRAZ-REF,UPR Apoyo Perimetral,command,2,active,UPR-AP,40.430900,-3.715900
CNP-UPR-T1,CNP-UPR-APOYO,Equipo UPR 1,team,0,active,UPR-T1,40.431250,-3.716150
CNP-UPR-T1-OP01,CNP-UPR-T1,Agente UPR 1-1,operator,0,active,UPR-1-1,40.431100,-3.716030
CNP-UPR-T1-OP02,CNP-UPR-T1,Agente UPR 1-2,operator,1,active,UPR-1-2,40.431150,-3.716070
CNP-UPR-T1-OP03,CNP-UPR-T1,Agente UPR 1-3,operator,2,active,UPR-1-3,40.431200,-3.716110
CNP-UPR-T1-OP04,CNP-UPR-T1,Agente UPR 1-4,operator,3,active,UPR-1-4,40.431250,-3.716150
CNP-UPR-T1-OP05,CNP-UPR-T1,Agente UPR 1-5,operator,4,active,UPR-1-5,40.431300,-3.716190
CNP-UPR-T1-OP06,CNP-UPR-T1,Agente UPR 1-6,operator,5,active,UPR-1-6,40.431350,-3.716230
CNP-UPR-T1-OP07,CNP-UPR-T1,Agente UPR 1-7,operator,6,active,UPR-1-7,40.431400,-3.716270
CNP-UPR-T1-OP08,CNP-UPR-T1,Agente UPR 1-8,operator,7,active,UPR-1-8,40.431450,-3.716310
CNP-UPR-T2,CNP-UPR-APOYO,Equipo UPR 2,team,1,active,UPR-T2,40.431600,-3.716400
CNP-UPR-T2-OP01,CNP-UPR-T2,Agente UPR 2-1,operator,0,active,UPR-2-1,40.431450,-3.716280
CNP-UPR-T2-OP02,CNP-UPR-T2,Agente UPR 2-2,operator,1,active,UPR-2-2,40.431500,-3.716320
CNP-UPR-T2-OP03,CNP-UPR-T2,Agente UPR 2-3,operator,2,active,UPR-2-3,40.431550,-3.716360
CNP-UPR-T2-OP04,CNP-UPR-T2,Agente UPR 2-4,operator,3,active,UPR-2-4,40.431600,-3.716400
CNP-UPR-T2-OP05,CNP-UPR-T2,Agente UPR 2-5,operator,4,active,UPR-2-5,40.431650,-3.716440
CNP-UPR-T2-OP06,CNP-UPR-T2,Agente UPR 2-6,operator,5,active,UPR-2-6,40.431700,-3.716480
CNP-UPR-T2-OP07,CNP-UPR-T2,Agente UPR 2-7,operator,6,active,UPR-2-7,40.431750,-3.716520
CNP-UPR-T2-OP08,CNP-UPR-T2,Agente UPR 2-8,operator,7,active,UPR-2-8,40.431800,-3.716560
PMM-MOV,CECOR-FERRAZ-REF,PMM Movilidad y Cortes,command,3,active,PMM-MOV,40.429800,-3.718500
PMM-MOV-T1,PMM-MOV,Equipo Movilidad 1,team,0,active,PMM-M1,40.430100,-3.718200
PMM-MOV-T1-AG01,PMM-MOV-T1,Agente Movilidad 1-1,operator,0,active,M1-1,40.429980,-3.718320
PMM-MOV-T1-AG02,PMM-MOV-T1,Agente Movilidad 1-2,operator,1,active,M1-2,40.430040,-3.718260
PMM-MOV-T1-AG03,PMM-MOV-T1,Agente Movilidad 1-3,operator,2,active,M1-3,40.430100,-3.718200
PMM-MOV-T1-AG04,PMM-MOV-T1,Agente Movilidad 1-4,operator,3,active,M1-4,40.430160,-3.718140
PMM-MOV-T1-AG05,PMM-MOV-T1,Agente Movilidad 1-5,operator,4,active,M1-5,40.430220,-3.718080
PMM-MOV-T1-AG06,PMM-MOV-T1,Agente Movilidad 1-6,operator,5,active,M1-6,40.430280,-3.718020
PMM-MOV-T2,PMM-MOV,Equipo Movilidad 2,team,1,active,PMM-M2,40.430400,-3.717900
PMM-MOV-T2-AG01,PMM-MOV-T2,Agente Movilidad 2-1,operator,0,active,M2-1,40.430280,-3.718020
PMM-MOV-T2-AG02,PMM-MOV-T2,Agente Movilidad 2-2,operator,1,active,M2-2,40.430340,-3.717960
PMM-MOV-T2-AG03,PMM-MOV-T2,Agente Movilidad 2-3,operator,2,active,M2-3,40.430400,-3.717900
PMM-MOV-T2-AG04,PMM-MOV-T2,Agente Movilidad 2-4,operator,3,active,M2-4,40.430460,-3.717840
PMM-MOV-T2-AG05,PMM-MOV-T2,Agente Movilidad 2-5,operator,4,active,M2-5,40.430520,-3.717780
PMM-MOV-T2-AG06,PMM-MOV-T2,Agente Movilidad 2-6,operator,5,active,M2-6,40.430580,-3.717720
PMM-MOV-T3,PMM-MOV,Equipo Movilidad 3,team,2,active,PMM-M3,40.430700,-3.717600
PMM-MOV-T3-AG01,PMM-MOV-T3,Agente Movilidad 3-1,operator,0,active,M3-1,40.430580,-3.717720
PMM-MOV-T3-AG02,PMM-MOV-T3,Agente Movilidad 3-2,operator,1,active,M3-2,40.430640,-3.717660
PMM-MOV-T3-AG03,PMM-MOV-T3,Agente Movilidad 3-3,operator,2,active,M3-3,40.430700,-3.717600
PMM-MOV-T3-AG04,PMM-MOV-T3,Agente Movilidad 3-4,operator,3,active,M3-4,40.430760,-3.717540
PMM-MOV-T3-AG05,PMM-MOV-T3,Agente Movilidad 3-5,operator,4,active,M3-5,40.430820,-3.717480
PMM-MOV-T3-AG06,PMM-MOV-T3,Agente Movilidad 3-6,operator,5,active,M3-6,40.430880,-3.717420
PMM-UAV,CECOR-FERRAZ-REF,Unidad Aerea PMM,unit,4,active,PMM-UAV,40.430500,-3.717900
PMM-UAV-OP01,PMM-UAV,Operador UAV 1,operator,0,active,UAV-1,40.430540,-3.717940
PMM-UAV-OP02,PMM-UAV,Operador UAV 2,operator,1,active,UAV-2,40.430580,-3.717980
PMM-UAV-OP03,PMM-UAV,Operador UAV 3,operator,2,active,UAV-3,40.430620,-3.718020
PMM-UAV-OP04,PMM-UAV,Operador UAV 4,operator,3,active,UAV-4,40.430660,-3.718060
SAMUR-SOP,CECOR-FERRAZ-REF,SAMUR Soporte,unit,5,active,SAMUR-1,40.429600,-3.716800
SAMUR-OP01,SAMUR-SOP,Tecnico SAMUR 1,operator,0,active,SAM-1,40.429650,-3.716770
SAMUR-OP02,SAMUR-SOP,Tecnico SAMUR 2,operator,1,active,SAM-2,40.429700,-3.716740
SAMUR-OP03,SAMUR-SOP,Tecnico SAMUR 3,operator,2,active,SAM-3,40.429750,-3.716710
SAMUR-OP04,SAMUR-SOP,Tecnico SAMUR 4,operator,3,active,SAM-4,40.429800,-3.716680
